id,contrast,homogeneity,energy,label
126,26.46548713,0.794632487,0.693569716,Thalassia Hemprichii
127,23.18897059,0.72809661,0.54319628,Halophila Ovalis
128,38.74131434,0.730865096,0.608005777,Enhalus Acoroides
129,26.79606311,0.748194415,0.627497556,Enhalus Acoroides
130,31.37274816,0.784536601,0.672071033,Thalassia Hemprichii
131,27.96469056,0.745615472,0.649815202,Enhalus Acoroides
132,56.17858456,0.729066792,0.611905567,Enhalus Acoroides
133,30.53861826,0.739926199,0.641831335,Enhalus Acoroides
134,56.14307598,0.728872275,0.611920881,Enhalus Acoroides
135,34.07643995,0.77246657,0.644367223,Thalassia Hemprichii
136,23.43762255,0.775636238,0.633097423,Thalassia Hemprichii
137,35.68763787,0.733890974,0.613450427,Enhalus Acoroides
138,56.14307598,0.728872275,0.611920881,Enhalus Acoroides
139,39.51167279,0.729401381,0.609541439,Enhalus Acoroides
140,50.52689951,0.706318822,0.517254538,Halophila Ovalis
141,30.99615502,0.7407926,0.638056935,Enhalus Acoroides
142,23.13697917,0.741964955,0.613814827,Enhalus Acoroides
143,33.28195466,0.733514254,0.630658288,Enhalus Acoroides
144,17.38731618,0.751073177,0.607359051,Enhalus Acoroides
145,33.32386642,0.777211684,0.650075666,Thalassia Hemprichii
146,26.59056373,0.771964576,0.639842964,Thalassia Hemprichii
147,33.2203125,0.735752299,0.636963329,Enhalus Acoroides
148,21.61559436,0.727015483,0.554362619,Halophila Ovalis
149,22.81181066,0.718411936,0.502856176,Halophila Ovalis
150,25.30237439,0.730263271,0.526770883,Halophila Ovalis
151,31.40418199,0.790811889,0.683153201,Thalassia Hemprichii
152,33.53541667,0.733296842,0.63403417,Enhalus Acoroides
153,40.62417279,0.768223461,0.660413464,Thalassia Hemprichii
154,32.27303922,0.740963929,0.617596085,Enhalus Acoroides
155,26.52205882,0.787828601,0.660414716,Thalassia Hemprichii
156,20.43037684,0.803680495,0.70349205,Thalassia Hemprichii
157,18.73534007,0.798188566,0.679685211,Thalassia Hemprichii
158,34.9707261,0.712146222,0.534859294,Halophila Ovalis
159,29.72172181,0.728616089,0.601038348,Enhalus Acoroides
160,30.08789828,0.713926184,0.514657356,Halophila Ovalis
161,26.10163909,0.790548904,0.678173045,Thalassia Hemprichii
162,38.29920343,0.731350112,0.615277519,Enhalus Acoroides
163,26.46594669,0.72183783,0.533530692,Halophila Ovalis
164,18.28356311,0.742247042,0.529435436,Halophila Ovalis
165,50.5260723,0.706261775,0.515481708,Halophila Ovalis
166,34.84523591,0.728240409,0.596460438,Enhalus Acoroides
167,21.26602328,0.797045576,0.678557807,Thalassia Hemprichii
168,34.38762255,0.769206735,0.642078857,Thalassia Hemprichii
169,56.14307598,0.728872275,0.611920881,Enhalus Acoroides
170,32.10372243,0.713367252,0.529242532,Halophila Ovalis
171,18.21884191,0.755491165,0.565415056,Halophila Ovalis
172,33.53609069,0.778306291,0.652362721,Thalassia Hemprichii
173,24.60503983,0.789653232,0.68662862,Thalassia Hemprichii
174,16.91426164,0.727203216,0.504853624,Halophila Ovalis
175,21.46136642,0.718213336,0.497424988,Halophila Ovalis
176,17.21711091,0.800464147,0.677170735,Thalassia Hemprichii
177,56.17858456,0.729066792,0.611905567,Enhalus Acoroides
178,50.52689951,0.706318822,0.517254538,Halophila Ovalis
179,19.42175245,0.801923051,0.680817817,Thalassia Hemprichii
180,29.17308517,0.731602579,0.602228028,Enhalus Acoroides
181,30.70778186,0.791944767,0.674821331,Thalassia Hemprichii
182,21.62924326,0.728539545,0.539439476,Halophila Ovalis
183,29.54313725,0.778209463,0.668635507,Thalassia Hemprichii
184,51.32428002,0.763119548,0.634803828,Thalassia Hemprichii
185,37.15343137,0.731557063,0.608010405,Enhalus Acoroides
186,25.72818627,0.790659982,0.663257515,Thalassia Hemprichii
187,29.99612439,0.772258411,0.659440871,Thalassia Hemprichii
