energi,kontras,entropi,idm,label
0.0259496219149234,58.9506028543307,11.093926795540028,0.2271061135791587,Cymodosea Rotundata
0.0275755962425421,135.77300688976376,11.172432337822658,0.1591023035095128,Enhalus Acoraides
0.0295006015703475,63.82277312992127,10.837106756978812,0.2088242215646842,Cymodosea Rotundata
0.0215067272310761,143.32529527559055,11.588253656508744,0.1490523336493854,Cymodosea Rotundata
0.0322323442194821,68.13533464566929,10.789421713426435,0.3176090503049507,Enhalus Acoraides
0.0186660006727875,180.04090797244098,12.03084508183536,0.1172065457869545,Thalassia Hemprichii
0.0190935309450626,121.11048228346456,11.838439710461456,0.1565727785728263,Cymodosea Rotundata
0.0272781594829636,104.48431348425196,11.152522112228622,0.1637384367180576,Enhalus Acoraides
0.02690296137676,152.1182947834646,11.295407968383415,0.1493854287527673,Enhalus Acoraides
0.0245755220908442,96.43891486220473,11.310680897497148,0.1559653403992376,Thalassia Hemprichii
0.0355505676426828,61.45693897637796,10.581634055366242,0.3219962876919028,Enhalus Acoraides
0.0220478396769728,111.02466781496062,11.492588705330403,0.1608941997472366,Cymodosea Rotundata
0.0247082426268917,95.29718257874016,11.23182547603034,0.19470662682032,Cymodosea Rotundata
0.0240647294730094,127.5234375,11.268736580687149,0.1616246578381556,Cymodosea Rotundata
0.0236740141426189,98.28770915354332,11.312795497636062,0.1682563212824998,Cymodosea Rotundata
0.0380730302640368,192.83218503937007,10.73355678138906,0.2880478439925802,Enhalus Acoraides
0.0221082155395514,125.402374507874,11.480569706528968,0.1631510869663587,Cymodosea Rotundata
0.0269778994482791,107.53684793307087,11.160809490837195,0.1672101502487358,Enhalus Acoraides
0.0256277515212699,76.93036417322834,11.09986454336868,0.1984735133740854,Cymodosea Rotundata
0.0272092644336478,83.6494217519685,11.212005214437893,0.2766991267640012,Enhalus Acoraides
0.0274970232935241,85.62327755905511,10.981040478788591,0.1809421688198528,Thalassia Hemprichii
0.0193092337976724,184.21518208661416,11.913322551022969,0.1096034146383136,Thalassia Hemprichii
0.0269073215026934,103.1968503937008,11.015748158681326,0.1575705191332534,Thalassia Hemprichii
0.0226059702664736,104.31065452755904,11.44575280242648,0.1753008298585822,Cymodosea Rotundata
0.0274225723752283,128.87506151574806,11.163888596685965,0.2232385243025348,Enhalus Acoraides
0.0298052528099589,60.9880659448819,10.745032231825167,0.2434321882107973,Cymodosea Rotundata
0.0137887243897651,537.4595226377952,12.755438196179304,0.0563203501685223,Cymodosea Rotundata
0.0137990120784458,540.8646653543309,12.759183842405516,0.0564152026993759,Cymodosea Rotundata
0.0373300753461642,62.844365157480325,10.3624807599439,0.343528090958891,Enhalus Acoraides
0.0221118525298455,131.97447096456693,11.472647440960635,0.1553504608711143,Cymodosea Rotundata
0.0198424764317318,184.74649360236225,11.829233349916638,0.103873341545476,Thalassia Hemprichii
0.0248381973646483,85.41584645669295,11.164750790847492,0.1836538843473728,Cymodosea Rotundata
0.022460957243577,99.08390748031496,11.518766571225784,0.1456739654192018,Thalassia Hemprichii
0.0282003580912977,108.14548474409447,11.108874683056502,0.2705963626758465,Enhalus Acoraides
0.0169981714821048,210.17636564960628,12.23702928436414,0.1085749232420281,Thalassia Hemprichii
0.0717233129191893,162.34018208661416,10.41804852648097,0.2420633077150749,Enhalus Acoraides
0.0321588245373814,68.77897391732284,10.79762391111495,0.317172659926441,Enhalus Acoraides
0.0253596759377507,75.89167076771653,11.101839968414255,0.189640056474639,Cymodosea Rotundata
0.0288266431586885,81.98006889763779,10.876521206000891,0.1828577277794096,Thalassia Hemprichii
0.031171128827492,98.00012303149606,10.934202438432324,0.2652787454434951,Enhalus Acoraides
0.0380272820644713,52.26156496062994,10.338821164457064,0.3449468150028542,Enhalus Acoraides
0.0290203434552903,97.84424212598428,11.043268681405918,0.246712449324649,Enhalus Acoraides
0.0308586869025424,95.08095472440948,10.989702486520784,0.2566058746819645,Enhalus Acoraides
0.020645660176589,179.6551427165354,11.765024563059647,0.1300740776722481,Enhalus Acoraides
0.0301648979830932,52.22299458661418,10.69853896159857,0.2521547472890206,Cymodosea Rotundata
0.0346256894804686,82.85894438976379,10.641611116368397,0.2800920051703294,Enhalus Acoraides
0.0364562689106374,64.98622047244095,10.63371977091599,0.3195034593042437,Enhalus Acoraides
0.0323912104421611,52.82086614173228,10.523669897084329,0.2614608497397822,Cymodosea Rotundata
0.0236388219510266,98.933562992126,11.321265334598571,0.1675296433402507,Cymodosea Rotundata
0.0279335012346294,92.13914862204726,10.907595862917786,0.1670252130553914,Thalassia Hemprichii
0.0212791588739439,123.30222687007874,11.681209360564004,0.1366897389152178,Thalassia Hemprichii
0.0256057038204395,115.99538631889766,11.34849529395208,0.2624414018959896,Enhalus Acoraides
0.0240184533744925,92.46186023622046,11.250496371080857,0.1690638106650075,Cymodosea Rotundata
0.0209849413403932,174.21099901574806,11.708567581029484,0.1123009153817051,Thalassia Hemprichii
0.0256457596831598,114.87838336614176,11.346191123949572,0.2637362105624685,Enhalus Acoraides
0.023294820632603,101.15797244094486,11.40271094667997,0.1794302339312107,Cymodosea Rotundata
0.0279780695998319,107.32997047244096,11.114292950148307,0.2318888567882483,Enhalus Acoraides
0.0311020969655975,42.87850639763779,10.674985523063604,0.2738698363337956,Cymodosea Rotundata
0.034164093091048,58.23160679133858,10.557162039458628,0.3299269066293444,Enhalus Acoraides
0.0253412778191858,84.21253690944883,11.203385341914672,0.2580254395900455,Thalassia Hemprichii
0.0332834591586509,77.27675935039369,10.73322038014068,0.2913431144842271,Enhalus Acoraides
0.0226360817965655,91.2578125,11.46166445315199,0.2040503382301612,Cymodosea Rotundata
0.0191364408688106,119.62819881889769,11.830473679124866,0.1569808055070689,Cymodosea Rotundata
0.0221374656721308,171.8510088582677,11.562608011005484,0.1136855554820662,Thalassia Hemprichii
0.0399715584571084,43.65969488188978,10.321568760658575,0.3290723291543271,Thalassia Hemprichii
0.0270063241958937,121.19931102362207,11.05422472843698,0.1596440343446865,Thalassia Hemprichii
0.0213708577252176,167.3187130905512,11.631062903155565,0.1259683662108369,Cymodosea Rotundata
0.0269423526774548,108.30530265748033,11.16701348837193,0.1675823524609659,Enhalus Acoraides
0.019759199167738,174.94660433070865,11.804594048833822,0.1417177945099137,Cymodosea Rotundata
0.0259100723278571,97.03567913385828,11.123093436676095,0.1632383818175446,Thalassia Hemprichii
0.028737007785693,94.33661417322836,11.002067916857866,0.1670694125311247,Thalassia Hemprichii
0.0232578751221463,122.55745570866142,11.404615462243209,0.1478003421906935,Thalassia Hemprichii
0.0359360184107897,61.08550688976379,10.54599913631164,0.3373813302285215,Enhalus Acoraides
0.0331111906699941,91.75326033464567,10.684270267028898,0.3272441133840429,Thalassia Hemprichii
0.026711827937274,70.28697096456695,11.008406182789615,0.2006201375998165,Cymodosea Rotundata
0.0304072037616471,87.07560285433071,11.016544508019184,0.256593141668658,Enhalus Acoraides
0.0240874807071994,93.37875246062993,11.25595027485494,0.1742302969572706,Cymodosea Rotundata
0.0211596737087242,182.6938976377953,11.69455209866173,0.1071771798318345,Thalassia Hemprichii
0.0273982053713982,70.2630413385827,10.969758818213569,0.2066752529484052,Cymodosea Rotundata
0.0239247231987398,84.67285925196852,11.288434993751874,0.1763256492147328,Cymodosea Rotundata
0.032291519921248,92.55093503937007,10.78024310120629,0.2850506682969074,Enhalus Acoraides
